Label,Color,Marker,Size,Width,Style,Alpha,SiO2(wt%),TiO2(wt%),Al2O3(wt%),Fe2O3(wt%),FeO(wt%),CaO(wt%),MgO(wt%),MnO(wt%),K2O(wt%),Na2O(wt%),P2O5(wt%),La(ppm),Ce(ppm),Pr(ppm),Nd(ppm),Sm(ppm),Eu(ppm),Gd(ppm),Tb(ppm),Dy(ppm),Ho(ppm),Er(ppm),Tm(ppm),Yb(ppm),Lu(ppm),Sc(ppm),V(ppm),Cr(ppm),Co(ppm),Ni(ppm),Cu(ppm),Zn(ppm),Ga(ppm),Rb(ppm),Sr(ppm),Y(ppm),Zr(ppm),Nb(ppm),Sn(ppm),Cs(ppm),Ba(ppm),Hf(ppm),Ta(ppm),Pb(ppm),Th(ppm),U(ppm)
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,,,,24.31,5.68,,,,,,,,,,,,,,,,,,15.2,410.6,,,,,,,,,1.396,,0.523
OIB,red,o,10,1,-,0.6,46.1,2.42,15.8,3.91,7.96,10.65,7.46,0.16,0.8,3.74,0.56,28,64,,,,,,,,,,,,,,241,160,34,101,60,,,13,692,32,220,,,,290,,,4,3,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,47.5,100.5,,47.5,9.13,2.85,7.6,,5.35,,2.28,,1.68,0.223,,,,,,,,,9.41,900,,,,,,577,,,,,
OIB,red,o,10,1,-,0.6,50.37,2.15,12.56,,,8.52,11.4,0.15,0.63,2.73,0.32,18.7,39.1,,22,5.37,1.87,,0.79,,,,,1.5,0.21,25,173,560,60,394,89,107,19,15,407,21,178,30,,,190,4.17,2.02,0,1.87,0.539
OIB,red,o,10,1,-,0.6,45.56,2.49,12.42,,,10.48,11.65,0.17,0.98,3.22,0.76,56.9,113,,51.4,9.61,3.03,,1.14,,,,,1.9,0.26,26,217,455,55,276,79,103,21,22,878,29,225,63,,,470,4.92,3.55,7,5.94,1.55
OIB,red,o,10,1,-,0.6,48.34,2.6,13.13,,,10.03,10.24,0.17,0.83,3.24,0.54,41.6,84,10.35,41.5,8.36,2.6,7.51,1.02,5.23,0.89,2.27,0.28,1.67,0.23,20,209,420,55,255,60,120,19,12,702,23,201,44,,0.19,347,5,2.77,2.75,4.49,1.18
OIB,red,o,10,1,-,0.6,45.72,3.03,12.98,,,10.76,10.38,0.18,1.14,3.49,0.73,,,,,,,,,,,,,,,18,239,372,56,229,69,108,19,20,771,27,248,61,,,419,,,,4.46,1.11
OIB,red,o,10,1,-,0.6,49.61,2.4,13.19,,,9.22,9.74,0.15,0.73,2.89,0.32,17.9,39.4,,22.7,5.56,1.95,,0.84,,,,,1.55,0.22,21,201,407,53,243,89,108,20,16,420,22,187,34,,,217,4.45,2.33,2,1.75,0.47
OIB,red,o,10,1,-,0.6,48.12,2.51,13,,,9.49,10.64,0.16,0.86,3.02,0.46,,,,,,,,,,,,,,,23,209,435,55,266,79,106,19,17,506,23,210,42,,,288,,,1,2.62,0.701
OIB,red,o,10,1,-,0.6,49.34,2.5,13.44,2.32,8.49,9.18,9.32,0.14,0.67,3.17,0.29,23,33,,,,,,,,,,,,,,274,483,41,267,72,,,18,407,20,178,30,,,275,,,,5,
OIB,red,o,10,1,-,0.6,49.26,2.42,13.18,,,9.43,9.74,0.15,0.7,3,0.43,29.2,60.8,,30.6,6.62,2.29,,0.93,,,,,1.65,0.22,22,191,395,49,226,89,100,23,15,550,26,201,38,,,243,4.64,2.61,1,2.73,0.76
OIB,red,o,10,1,-,0.6,50.23,2.31,13.18,,,9.23,9.81,0.15,0.63,2.9,0.36,22.2,45.8,,25.4,6.08,2.06,,0.88,,,,,1.62,0.24,22,217,445,54,275,76,108,20,18,583,24,220,48,,,314,4.54,2.13,2,2.13,0.579
OIB,red,o,10,1,-,0.6,49.08,2.5,13.29,,,9.3,9.74,0.15,0.76,2.95,0.35,20.1,42.4,,23.8,5.8,1.99,,0.85,,,,,1.56,0.21,23,199,385,50,231,85,107,21,16,448,23,191,36,,,225,4.53,2.39,2,1.89,0.492
OIB,red,o,10,1,-,0.6,48.78,2.42,13.06,,,9.45,10.19,0.15,0.77,2.97,0.35,25.3,53.5,,28.9,6.39,2.13,,0.9,,,,,1.75,0.24,24,204,431,55,256,89,110,19,17,494,22,200,40,,,246,4.69,2.91,3,2.52,0.648
OIB,red,o,10,1,-,0.6,48.34,2.6,12.71,,,9.51,11.06,0.16,0.92,3.1,0.4,21,46,6.3,26.8,6.17,2.01,5.59,0.82,4.32,0.75,1.84,0.23,1.39,0.19,14,201,468,60,335,62,104,15,15,470,24,220,41,,0.23,214,4.97,2.5,1.31,2.34,0.6
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,63,,,,,,,,,,,,,,,,380,,230,,81,,24,600,29,155,,,,348,,,,,
OIB,red,o,10,1,-,0.6,46.35,3.15,16.58,,,9.2,4.71,0.2,1.9,4.44,0.94,76.7,142,12.8,55.1,10,3.06,11.4,1.4,6,1,3.1,0.34,2.5,0.37,,222,42,32,21,38,116,,52,1040,33,384,108,,0.6,513,5.6,4.95,7,8.59,1.9
OIB,red,o,10,1,-,0.6,46.69,3.24,15.92,,,8.33,4.32,0.22,1.79,4.47,1.29,81,170,21.5,89,18,5.62,14,2.1,10,1.8,4.7,0.53,3.1,0.43,22.8,190,56,11,5,5,124,,39,1590,46,314,97,,0.32,808,7.1,5.85,10,5.8,1.3
OIB,red,o,10,1,-,0.6,45.13,3.46,12.54,,,12.42,7.8,0.266,0.519,2.86,0.638,53.7,106.7,,50.55,9.462,2.869,7.92,,5.68,,2.5,,1.852,0.256,30,391,561,,212,119,107,18.9,14.5,762,27.6,277,78.6,,,575,,,2.97,5.8,1.25
OIB,red,o,10,1,-,0.6,45.6,4.18,14.8,8.79,3.3,10.7,5.37,0.19,1.61,3,0.72,,,,,,,,,,,,,,,,,50,53,67,111,108,,39,1070,36,376,65,,,340,,,,,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,,,,52.55,10.21,,,,,,,,,,,,,,,,,,24.22,867.8,,,,,,,,,2.662,,1.04
OIB,red,o,10,1,-,0.6,47.65,2.92,18.05,3.43,5.78,8.15,4.28,0.21,2.34,4.92,1.13,,,,,,,,,,,,,,,,210,10,10,3,10,,18,,1085,,420,,,,820,,,,,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,123,,,,,,,,,,,,,,,,5,,4,,99,,50,1072,39,329,,,,816,,,,,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,70,,,,,,,,,,,,,,,,5,,6,,86,,34,919,29,209,,,,568,,,,,
OIB,red,o,10,1,-,0.6,44.99,3.7,15.43,,,10.93,6.47,0.19,1.83,4.04,1.01,74,144,17.2,66,12,3.6,9.4,1.4,7,1.2,3.3,0.39,2.3,0.31,30,255,195,36,72,58,104,,43,1170,37,338,104,,0.36,570,7.2,5.9,6,7.5,1.8
OIB,red,o,10,1,-,0.6,45.03,3.61,16.01,,,9.24,4.99,0.22,1.63,4.23,0.97,66.3,133.6,,74.3,12.2,3.06,,1.34,,1.45,,,4.78,,25.3,186,56,32,16,30,124,,30,932,35,379,108,,0.37,596,8.6,6.31,7,7,2.6
OIB,red,o,10,1,-,0.6,45.15,3.64,16.01,,,9.46,5.09,0.22,1.7,3.9,0.95,69.6,143,,58,11.7,3.46,,1.32,,1.3,,,4.83,,26.9,191,40,33,12,35,119,,41,1090,36,381,106,,0.4,615,8.3,6.24,5,9,2.4
OIB,red,o,10,1,-,0.6,45.93,3.41,16.39,,,9.01,4.74,0.21,1.85,4.11,1.02,57.3,114,11.9,54.7,10.8,3.71,12.2,1.6,6.5,1.1,3,0.35,2.1,0.36,26.3,174,29,32,10,23,122,,43,1050,38,406,114,,0.3,557,6.3,4.25,4,4.79,0.61
OIB,red,o,10,1,-,0.6,50.11,2.71,17.93,,,7.46,3.33,0.19,2.54,5.9,0.98,77.4,149,,72,12.1,3.1,,1.35,,1.52,,,5.1,,19.8,129,82,17,5,9,121,,60,1050,39,425,125,,0.66,778,8.5,6.8,10,9.7,3.4
OIB,red,o,10,1,-,0.6,45.14,3.64,16.03,,,9.48,5.09,0.22,1.67,4.06,0.96,7.41,163,,62.6,12,3.79,,1.39,,1.16,,,5.06,,29.3,191,42,32,11,30,115,,40,1040,36,371,104,,0.49,573,9,6.37,3,7,2.5
OIB,red,o,10,1,-,0.6,47.16,3.26,17.07,,,8.75,4.27,0.19,2.06,5.13,1.26,80,153,18,70,13,4.01,11,1.6,7.9,1.4,3.7,0.43,2.6,0.35,22.4,179,39,28,4,14,119,,45,1120,40,364,106,,0.48,691,7.4,5.91,8,8.4,2.1
OIB,red,o,10,1,-,0.6,49.19,2.76,17.64,,,7.52,3.61,0.19,2.52,5.86,0.85,84.7,156,14.2,58.3,10.6,3.45,12.6,1.6,6.6,1.2,3.5,0.43,2.6,0.43,,153,41,20,9,14,110,,70,994,37,455,120,,1,684,8,6.06,8,11.1,2.7
OIB,red,o,10,1,-,0.6,45.01,3.63,16.67,,,9.95,4.8,0.2,1.71,4.25,1.13,77,152,18.2,73,14,4.41,11,1.6,7.7,1.4,3.5,0.44,2.4,0.34,,219,43,27,15,31,116,,44,1400,39,310,108,,,637,7,6.21,6,5.9,1.4
OIB,red,o,10,1,-,0.6,45.16,3.63,16.71,,,9.92,4.8,0.2,1.65,4.4,1.17,82,159,19,77,15,4.67,11,1.6,8.1,1.4,3.6,0.46,2.6,0.35,,219,63,28,16,27,118,,35,1370,41,305,108,,,648,7,6.27,5,5.7,1.3
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,73,,,,,,,,,,,,,,,,262,,101,,101,,34,756,31,182,,,,417,,,,,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,80,,,,,,,,,,,,,,,,127,,70,,80,,31,745,31,184,,,,536,,,,,
OIB,red,o,10,1,-,0.6,46.21,3.37,17.14,5.22,5.23,9.25,4.48,0.17,1.97,5.19,1.26,51.69,106.9,,51.11,10.52,3.27,8.32,,6.13,,2.42,,1.91,0.28,15,211,5,20,5,13,108,9,42,1139,31,312,77,,,622,,,,5,
OIB,red,o,10,1,-,0.6,46.21,2.94,12.73,,,9.84,9.81,0.17,1.41,3.44,0.71,40.7,84.8,9.7,34.19,6.81,2.47,6.43,0.77,4.38,0.71,1.74,0.25,1.36,0.2,,255,333,54,207,,,,33,780,28,251,73,,,507,,,12,3,0
OIB,red,o,10,1,-,0.6,47.01,3.41,16.99,,,8.91,4.32,0.19,1.98,4.75,1.29,82.6,180,,73.4,12.9,4.65,,1.48,,1.41,,,4.8,3.8,23.8,186,93,25,5,13,126,,43,1190,41,353,103,,0.53,722,8.1,5.6,6,7,2.4
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,88,,,,,,,,,,,,,,,,98,,8,,102,,51,1149,26,306,,,,871,,,,,
OIB,red,o,10,1,-,0.6,45.85,4.42,15.12,,,11.77,5.65,0.19,1.17,3.26,0.84,,,,,,,,,,,,,,,,,28.4,42.5,41,121.7,,21.8,15.8,1213.9,,,,,,837.1,,,0.2,10.1,
OIB,red,o,10,1,-,0.6,45.64,3.21,15.43,,,11.73,7.46,0.17,1.42,3.21,0.51,35,70,,35,,,,,,,,,,,,271,124,,120,,,,31,758,23,205,56,,,498,,,1.71,2,0.77
OIB,red,o,10,1,-,0.6,45.36,2.45,13.47,,,12.02,10.09,0.16,0.91,2.31,0.3,,,,,,,,,,,,,,,,,327.2,76.9,196.6,53.1,,15.7,18.4,494.9,,,,,,253.3,,,0,0,
OIB,red,o,10,1,-,0.6,46.18,3.17,13.96,,,12.45,7.7,0.15,1.1,2.75,0.67,,,,,,,,,,,,,,,,,264,66.9,131.7,81.4,,19.6,40.4,834.8,,,,,,483.5,,,0,0,
OIB,red,o,10,1,-,0.6,46.89,3.44,14.25,,,12.25,6.64,0.17,2.01,2.98,0.58,,,,,,,,,,,,,,,,,415.2,65.5,163,70.3,,19.4,41.5,1095.5,,,,,,554.4,,,0,0,
OIB,red,o,10,1,-,0.6,45.14,4.49,14.04,,,11.69,6.31,0.16,1.47,2.53,0.58,,,,,,,,,,,,,,,,,75.6,57.4,83.3,106.1,,19.7,17.8,828.9,,,,,,281.9,,,0,0,
OIB,red,o,10,1,-,0.6,45.1,3.24,14,,,9.6,9.04,0.15,0.59,3.66,0.48,24,49,,28,,,,,,,,,,,,,254,,231,,,,6,448,27,210,26,,,286,,,7,1,
OIB,red,o,10,1,-,0.6,47.7,1.73,17,,,10.08,7.58,0.15,0.45,3.51,0.2,11,28,,17,,,,,,,,,,,,,125,,69,,,,5,334,24,110,10,,,112,,,1,1,
OIB,red,o,10,1,-,0.6,45.24,2.87,14.77,,,9.37,8.46,0.15,0.79,2.87,0.33,18.1,34.9,4.9,21,5,1.9,5.3,0.8,4.5,0.8,2,0.3,1.5,0.2,20.7,284.5,259,54.9,232.4,100.5,106.6,18.6,5.8,455,18.1,170.7,22.8,,0,194.4,4.4,1.8,1.6,2,1.2
OIB,red,o,10,1,-,0.6,46.4,4.18,13.1,,,11.22,7.48,0.16,1.15,2.53,0.43,40,79,,40,,,,,,,,,,,,,104,,106,,,,23,975,32,299,39,,,294,,,4,4,
OIB,red,o,10,1,-,0.6,49.4,3.25,13.3,,,10.99,9.56,0.17,1.25,3.28,0.47,33,59,,29,,,,,,,,,,,,,475,,345,,,,28,535,25,190,41,,,521,,,3,7,
OIB,red,o,10,1,-,0.6,47.1,3.45,15.1,,,10.61,6.92,0.16,1.18,3.14,0.55,38,77,,40,923,288,,,594,,259,,193,243,,,259,,99,,,,22,723,27,303,46,,,468,,,4,5,
OIB,red,o,10,1,-,0.6,47.09,3.026,14.08,,,11.11,7.29,0.168,1.32,2.74,0.45,,,,,,,,,,,,,,,,,199.9,,114.5,76.3,,,32.1,535.9,,,,,,254.6,,,5.5,1,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,21.3,43.8,5.7,24.2,4.67,1.64,,0.69,3.8,0.68,,,1.7,0.28,,,,,,,,,,,19.3,148,,1.34,,,3.14,,2.55,1.79,0.52
OIB,red,o,10,1,-,0.6,46.04,1.89,13.73,2.69,9.5,10.36,12.22,0.18,0.66,2.3,0.21,,32,,,,1.42,,0.56,,,,,1,0.23,36,260,920,78,230,78,85,,30,375,11,116,,,,240,2.5,1.2,,1.5,
OIB,red,o,10,1,-,0.6,45.59,2.38,14.08,,,9.71,9.47,0.18,0.97,2.97,0.31,20.73,41.91,5.41,22.78,5.12,1.69,5.21,0.79,4.39,0.82,2.15,0.3,1.78,0.27,26.6,305,361,,194,,91.4,,24.46,506,24.54,,26.64,,,313,3.68,1.66,1.85,1.654,0.48
OIB,red,o,10,1,-,0.6,46.23,2.19,14.08,,,10.25,9.63,0.18,0.9,2.87,0.27,18.62,38.49,5.03,21.08,4.97,1.6,4.87,0.75,4.24,0.81,2.09,0.3,1.73,0.27,27.1,324,409,,217,,96.2,,22.44,452,22.87,,23.32,,,290,3.37,1.49,1.78,1.56,0.44
OIB,red,o,10,1,-,0.6,46.9,2.46,14.48,,,10.4,7.66,0.18,1.02,2.98,0.31,17.65,36.19,4.8,19.73,4.6,1.48,4.69,0.72,4.1,0.78,2.08,0.29,1.72,0.26,33.1,347,232,,134,,95.4,,16.84,406,22.88,,21.88,,,262,3.12,1.38,,1.3,0.31
OIB,red,o,10,1,-,0.6,46.06,1.8,13.02,3.33,8.89,11.25,12.23,0.18,0.66,2.24,0.21,,,,,,,,,,,,,,,38,370,1200,70,550,150,80,,27,375,14,117,,,,250,,,,,
OIB,red,o,10,1,-,0.6,46.52,2.28,14.78,2.72,9.9,10.34,8.92,0.19,0.89,2.81,0.29,,,,,,,,,,,,,,,26,400,410,45,280,110,90,,34,435,15,139,,,,350,,,,,
OIB,red,o,10,1,-,0.6,46.62,2.37,14.72,2,10.71,10.04,9.1,0.19,0.91,2.82,0.27,,,,,,,,,,,,,,,30,260,510,61,130,61,94,,35,445,26,153,,,,300,,,,,
OIB,red,o,10,1,-,0.6,46.88,2.03,13.69,2.41,9.86,10.81,9.78,0.17,0.68,2.47,0.24,12.5,29,,,4.38,1.43,,0.69,,,,,1.88,0.26,30.1,,560,,,,,19,15,359,21,166,16,,,200,3,,,1.2,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,31,63,,29,7.3,2.21,,1.01,,,,,2.1,0.32,18.7,,116,40.9,,,138,,,,,,,,,410,4.6,2.5,,2.8,
OIB,red,o,10,1,-,0.6,46.01,2.05,14.83,2.36,10,10.95,9.66,0.18,0.73,2.38,0.34,,,,,,,,,,,,,,,41,350,660,70,320,140,92,,24,395,17,127,,,,255,,,,,
OIB,red,o,10,1,-,0.6,46.15,2.09,12.81,3.6,8.78,10.94,11.73,0.18,0.84,2.29,0.26,,,,,,,,,,,,,,,38,320,1000,85,480,130,81,,28,405,20,127,,,,400,,,,,
OIB,red,o,10,1,-,0.6,46.42,2,14.32,3.41,9.41,10.3,9.98,0.19,0.82,2.68,0.26,,,,,,,,,,,,,,,31,350,540,70,400,120,88,,32,400,18,132,,,,280,,,,,
OIB,red,o,10,1,-,0.6,47.47,2.67,15.6,4.89,7.9,10.46,5.54,0.2,1.14,3.34,0.46,,,,,,,,,,,,,,,31,500,180,50,95,90,87,,36,510,28,179,,,,455,,,,,
OIB,red,o,10,1,-,0.6,48,2.55,16.33,6.67,5.76,8.61,5.9,0.19,1.48,3.98,0.52,,,,,,,,,,,,,,,19,310,180,40,100,55,90,,44,560,28,200,,,,470,,,,,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,44,117,13.7,45,8.7,2.4,,1.37,8,1.43,,0.68,4.6,0.68,,,,,,,,,,,42.5,,,,,,,,,,
OIB,red,o,10,1,-,0.6,51.1,2.65,13.8,,,10.7,7.3,0.17,0.48,1.66,0.28,12,52,,,,,,,,,,,,,,,274,,111,117,117,,16,373,27,163,15,,,132,,,,,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,16.4,36.5,,25,6.06,2.12,,0.93,,,,,1.9,0.26,27.1,,,,270,,,,6,329,29,166,,,,95,4.39,,1.32,1.49,0.51
OIB,red,o,10,1,-,0.6,48.03,1.92,10.34,1.2,10.18,8.33,17.52,0.17,0.33,1.69,0.18,9.2,24.3,,17.2,3.85,1.47,,,0,,,,1.57,0.19,25.4,244,812,82.7,512,,124,15,,,13.9,,,,0.16,110,3.2,,2.6,,0.19
OIB,red,o,10,1,-,0.6,51.06,3.05,13.67,3.18,9.18,9.99,6.01,0.18,0.55,2.53,0.3,15.7,42.3,,32.7,6.73,2.43,,,7.2,,,,2.79,0.32,32.3,400,47,49,62,,161,24.1,,,25.2,,,,0.12,165,5.3,,4.4,,0.35
OIB,red,o,10,1,-,0.6,50.35,2.66,13.83,,,10.79,6.57,0.17,0.51,2.36,0.27,,,,,,,,,,,,,,,,305,158,,104,,118,,9,368,26.5,172,17.9,,,,,,,,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,,,,,,,,,,,,,6.1,,40,370,170,46,130,210,,16,,700,63,230,,,,220,,,,,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,,,,,,,,,,,,,7.5,,40,400,100,48,100,200,,18,,690,70,290,,,,250,,,,,
OIB,red,o,10,1,-,0.6,50.45,2.64,13.65,,,11.13,7.6,0.17,0.54,2.31,0.26,,,,,,,,,,,,,,,,,411,,115,126,116,,9,399,26,172,15,,,132,,,,,
OIB,red,o,10,1,-,0.6,49.71,2.68,13.65,1.19,9.72,11.59,8.24,0.17,0.54,2.26,0.25,16.8,41.7,5.96,26.3,6.29,2.16,6.35,0.91,5.31,1,2.59,0.362,2.1,0.287,,,,,,,,,10.9,413,28.5,187,19.9,,0.099,148,4.6,,,1.36,0.463
OIB,red,o,10,1,-,0.6,50.2,2.72,13.73,2.65,8.8,11.56,7.2,0.17,0.57,2.25,0.28,,,,,,,,,,,,,4,,40,500,400,50,200,200,,30,,700,90,250,,,,300,,,,,
OIB,red,o,10,1,-,0.6,49.69,2.721,13.51,1.85,9.59,11.17,7.03,0.17,0.554,2.4,0.272,,,,,,,,,,,,,,,,322,280,,127,,122,,10.5,383,24.7,183,22,,,,,,,,
OIB,red,o,10,1,-,0.6,,,,,,,,,,,,17.8,,4.6,20.7,4.4,1.48,,0.66,4,0.68,,0.27,1.63,0.24,,,,,,,,,,,18.8,,,,,,,,,,
OIB,red,o,10,1,-,0.6,49.4,3.16,13.7,,,11.5,6.82,0.17,0.72,2.53,0.35,24,56,,,,,,,,,,,,,,,221,,97,135,127,,19,460,25,198,21,,,197,,,,,
OIB,red,o,10,1,-,0.6,47.52,3.29,15.95,7.16,5.3,8.96,5.18,0.19,1.29,3.56,0.64,38,85,,,11.8,3.5,,1.49,,,,,3.08,0.42,23.2,,204,,,,,24,26,650,39,351,36,,,340,8.5,,5,2.9,
OIB,red,o,10,1,-,0.6,48.08,2.96,14.94,,,11.47,6.56,0.18,0.59,2.54,0.39,19.5,48.1,,28.6,7.33,2.39,,1.06,,1.2,,,2.28,0.3,31.5,,214,44,,,,,7.8,549,,,,,,227,5.1,1.28,,0.9,
OIB,red,o,10,1,-,0.6,50.56,3.71,13.32,,,8.52,4.23,0.21,1.05,3.02,0.56,,70.3,,46.1,11,3.62,9.6,,8.64,,4.04,,3.44,,28.8,,65,42,,,,,20,460,,,,,0.205,290,,1.9,,,
OIB,red,o,10,1,-,0.6,50.08,2.28,13.91,,,11.01,8.7,0.17,0.11,2.19,0.24,,23.3,,16.6,4.74,1.76,5.49,,4.87,,2.47,,2.01,,31,286,,,146,110,,,0.96,290,,,,,0.015,65,,,,,
OIB,red,o,10,1,-,0.6,47.84,3.62,13.77,,,10.37,5.57,0.2,0.96,2.52,0.47,26.2,67,,37.1,8.73,2.88,,1.27,,1.2,,,2.31,0.33,27.2,346,59,48.9,53,,129,23.5,18.5,590,31,271,31.1,,,309,6.3,1.65,,1.6,
