Label,Color,Marker,Size,Width,Style,Alpha,SiO2(wt%),TiO2(wt%),Al2O3(wt%),Fe2O3(wt%),FeO(wt%),CaO(wt%),MgO(wt%),MnO(wt%),K2O(wt%),Na2O(wt%),P2O5(wt%),La(ppm),Ce(ppm),Pr(ppm),Nd(ppm),Sm(ppm),Eu(ppm),Gd(ppm),Tb(ppm),Dy(ppm),Ho(ppm),Er(ppm),Tm(ppm),Yb(ppm),Lu(ppm),Sc(ppm),V(ppm),Cr(ppm),Co(ppm),Ni(ppm),Cu(ppm),Zn(ppm),Ga(ppm),Rb(ppm),Sr(ppm),Y(ppm),Zr(ppm),Nb(ppm),Sn(ppm),Cs(ppm),Ba(ppm),Hf(ppm),Ta(ppm),Pb(ppm),Th(ppm),U(ppm)
IAB,grey,o,10,1,-,0.6,47.96,1.015,15.14,0,0,12.61,9.91,0.167,0.806,2.15,0.169,11.76,24.8,0,15.9,3.914,1.257,4.08,0,3.67,0,2.053,0,1.841,0.269,40,297,469,0,183,141,79,17,12.3,589,21.9,73,6.29,0,0,205,0,0,3,2.7,1.42
IAB,grey,o,10,1,-,0.6,47.72,1.036,14.84,0,0,12.66,10.06,0.168,0.808,2.41,0.188,13.7,29.5,0,18.3,0,0,0,0,0,0,0,0,0,0,37,289,467,0,176,109,72,16,10.3,586,20.7,77.7,7.36,0,0,262,0,0,3.2,3.4,0
IAB,grey,o,10,1,-,0.6,46.96,0.966,16.16,10.59,0,14.53,7.57,0.172,1.005,1.82,0.196,17.98,40,0,23.28,5.098,1.558,4.66,0,3.83,0,2.028,0,1.779,0.249,36,313,108,0,55,88,64,0,18.8,1233,21.4,66.1,3.96,0,0,345,0,0,3.4,6,2.98
IAB,grey,o,10,1,-,0.6,46.98,1,16.38,0,0,14.81,7.15,0.17,0.98,1.97,0.19,16.7,37.1,5,22.1,4.7,1.5,4.2,0.6,3.4,0.7,1.7,0.3,1.6,0.2,0,324,121,42,64,75,70,17,17,1216,21,76.5,4.3,0,0.8,277,2,0.2,2,4.5,2.6
IAB,grey,o,10,1,-,0.6,51.07,0.843,17.93,9.02,0,10.66,5.78,0.155,1.074,2.87,0.23,20.9,32.8,0,21.65,4.682,1.471,4.84,0,4.18,0,2.46,0,2.26,0.341,26.5,251,98,0,44,46,83,0,22,645,28,96.9,6.2,0,0,323,0,0,4,6,2.11
IAB,grey,o,10,1,-,0.6,47.17,0.963,15.58,11.3,0,14.43,7.06,0.183,0.515,2.12,0.124,8.87,20.4,0,14.7,3.638,1.19,3.82,0,3.46,0,1.984,0,1.78,0.259,44,334,75,0,45,145,74,0,5.6,1022,20.8,45.8,3,0,0,253,0,0,1.4,2,0.701
IAB,grey,o,10,1,-,0.6,46.39,1,16.66,1.06,7.59,12.06,10.9,0.17,0.53,2.47,0.31,0,40.2,0,20,4.54,1.55,4.57,0,3.55,0,1.88,0,1.65,0,0,0,0,0,277,11,88,0,5,596,30,109,12,0,0,299,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,48.05,0.89,16.04,10.77,0,13.44,6.61,0.159,0.739,2.43,0.24,26.2,52.3,0,27.42,5.413,1.614,4.79,0,3.85,0,2.075,0,1.884,0.28,35,309,146,0,62,75,70,0,9.4,1432,21.8,74,4.5,0,0,353,0,0,1.41,6,2.11
IAB,grey,o,10,1,-,0.6,48.32,0.973,18.4,10.91,0,12.21,4.99,0.17,1.158,2.39,0.219,18.9,39.7,0,23.5,5.156,1.612,4.92,0,4.09,0,2.279,0,2.071,0.303,24.3,342,11,0,33,148,70,0,16.5,1237,25,80.4,5.74,0,0,411,0,0,1.8,6,1.72
IAB,grey,o,10,1,-,0.6,49.79,0.766,17.82,0,0,9.35,6.7,0.175,1.158,3.45,0.148,13.26,25.2,0,13.47,3.125,1.036,3.19,0,3,0,1.748,0,1.643,0.243,37,166,293,0,123,34,80,17,19.2,552,17.7,66.4,4.22,0,0,278,0,0,3.5,4,1.12
IAB,grey,o,10,1,-,0.6,45.98,0.8,16.55,0,0,11.34,12.07,0.17,0.49,2.58,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,84,76,0,12,396,18,68,2,0,0,177,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,46.78,0.86,18.21,0,0,11.49,9.11,0.21,1.08,2.85,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,119,75,0,29,749,21,170,13,0,0,538,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,46.95,0.83,17.6,0,0,10.28,11.59,0.21,0.59,2.22,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,96,80,0,12,484,18,73,8,0,0,192,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,47.11,0.79,16.53,0,0,10.72,12.06,0.21,0.37,2.85,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,96,74,0,7,402,20,65,7,0,0,135,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,46.51,0,0,0,0,0,13.83,0,0,0,0,8.65,0,0,0,2.82,0.943,0,0,0,0,0,0,1.628,0,0,0,0,0,0,0,0,0,0,0,0,55.3,3.57,0,0,0,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,48.99,0.986,16.76,10.3,0,12.63,6.26,0.16,1.007,2.44,0.182,21.6,41.8,0,25.12,5.27,1.604,5.02,0,4.2,0,2.14,0,1.823,0.267,36,308,71,0,52,150,61,0,12.2,1145,24.5,72.8,3.77,0,0,434,0,0,1.11,5,2.49
IAB,grey,o,10,1,-,0.6,47.4,0,0,0,0,0,0,0,0,0,0,2.95,7.25,0,5.33,1.68,0.65,2.12,0,2.44,0,1.51,0,1.4,0.21,0,0,0,0,0,0,0,0,4.7,318,0,0,0,0,0,0,0,0,2.51,1.76,0.51
IAB,grey,o,10,1,-,0.6,47.8,0.73,15.57,3.04,6.42,10.97,13.43,0.2,0.28,1.95,0.08,1.8,5.17,0,4.66,1.65,0.63,2.26,0,2.76,0,1.76,0,1.7,0.26,0,0,0,0,0,0,0,0,3.63,175,0,0,0,0,0,45.6,0,0,1.242,0.255,0.083
IAB,grey,o,10,1,-,0.6,51.59,0.9,19.05,8.87,0,10.29,5.3,0.17,0.59,3.02,0.18,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,224,33,25,13,28,57,0,8,342,27,56,5,0,0,141,0,0,11,8,0
IAB,grey,o,10,1,-,0.6,52.51,0.85,19.87,8.42,0,9.41,3.83,0.16,0.85,3.25,0.16,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,248,9,16,7,96,68,0,12,529,27,53,4,0,0,132,0,0,10,10,2
IAB,grey,o,10,1,-,0.6,50.2,0.88,19.57,9.94,0,10.82,5.43,0.18,0.57,2.35,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,268,32,0,7,0,0,0,8,362,17,55,0,0,0,183,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,49.24,0.78,19.79,0,0,11.15,6.2,0.19,0.47,2.31,0.14,4.05,9.83,0,6.64,1.77,0.68,2.09,0.4,2.43,0,1.54,0,1.47,0.23,40.6,0,22,55.9,9,57,77,0,2,493,14,43,1,0,0.2,58,1.32,0.07,0,0.783,0.343
IAB,grey,o,10,1,-,0.6,48.61,0.74,19.26,10.11,0,11.23,6.48,0.16,0.49,2.16,0.08,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,284,31,30,10,84,67,0,3,505,17,43,1,0,0,51,0,0,11,2,0
IAB,grey,o,10,1,-,0.6,51.27,0.84,17.45,3.87,3.99,10.42,7.8,0.17,0.61,2.89,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,20,92,100,35,0,9,310,17,56,0,0,0,200,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,49.3,0,0,0,0,0,0,0,0,0,0,2.15,5.72,0,4.97,1.82,0.7,2.39,0,2.79,0,1.78,0,1.67,0.25,0,0,0,0,0,0,0,0,4.07,243,0,0,0,0,0.15,50.2,0,0,1.09,0.29,0.14
IAB,grey,o,10,1,-,0.6,49.56,0.84,19.49,0,0,11.22,5.5,0.15,0.24,2.19,0.12,5,11.2,0,8.1,2.07,0.77,0,0,0,0,0,0,1.55,0.24,0,0,47,0,17,0,0,0,8,340,17,48,0,0,0,157,1.3,0.12,0,0.7,0
IAB,grey,o,10,1,-,0.6,50.54,0.92,17.03,0,0,10.24,7.95,0.17,0.4,2.5,0.11,4.9,12.1,0,8.8,2.54,0.95,0,0.62,0,0,0,0,2.21,0.36,40,295,300,0,109,0,0,0,11,206,18,66,3.7,0,0.39,98,1.88,0.16,0,0.957,0.486
IAB,grey,o,10,1,-,0.6,52.89,0.78,16.67,9.11,0,10.35,6.35,0.17,0.59,2.53,0.12,7.85,9.7,0,0,3.031,1,0,0.46,0,0,0,0,2.356,0.29,44,269,134,30,31,121,71,0,7,211,0,102,4.04,0,0,100,1.1,0,0,0.9,0
IAB,grey,o,10,1,-,0.6,51.2,0.82,16.88,0,0,10.55,7.76,0.16,0.33,2.33,0.09,3.2,8.2,0,8.3,2.24,0.83,0,0.58,0,0,0,0,2.37,0.39,39,277,303,0,75,0,0,0,8,167,18,51,2.9,0,0,81,1.75,0.1,0,0.481,0.263
IAB,grey,o,10,1,-,0.6,51.55,0.8,17.02,0,0,9.14,7.72,0.17,0.32,2.74,0.11,4.8,11.7,0,8.6,2.3,0.87,0,0.59,0,0,0,0,1.99,0.33,30,215,360,0,139,0,0,0,10,200,18,72,3.5,0,0.49,117,2.38,0.17,0,0.879,0.461
IAB,grey,o,10,1,-,0.6,51.68,0.82,17.82,0,0,10.43,5.67,0.16,0.56,2.57,0.11,4.9,11.7,0,9.6,2.47,0.89,0,0.59,0,0,0,0,2.25,0.36,38,270,64,0,37,0,0,0,9,341,18,71,3,0,0.36,102,1.91,0.1,0,0.865,0.369
IAB,grey,o,10,1,-,0.6,52.9,0.95,17.95,0,0,8.86,4.07,0.18,0.53,3.19,0.13,5.9,14.1,0,10.6,3.14,1.11,0,0.74,0,0,0,0,2.95,0.45,33,248,29,20.6,22,0,99,0,14,212,19,81,3.8,0,0.6,133,2.43,0.18,0,1.052,0.534
IAB,grey,o,10,1,-,0.6,50.06,0.85,15.56,0,0,9.73,10.37,0.16,0.43,2.36,0.12,5.7,13.4,0,10,2.6,0.94,0,0.61,0,0,0,0,2.2,0.34,34,251,719,0,234,0,0,0,12,197,18,71,4.4,0,0.59,112,2.09,0.21,0,1.328,0.698
IAB,grey,o,10,1,-,0.6,51.43,0.91,17.97,0,0,9.2,5.23,0.18,0.4,2.59,0.12,5.1,12.1,0,8.6,2.68,0.95,0,0.68,0,0,0,0,2.47,0.39,31,227,116,25.6,45,0,98,0,12,214,18,67,3.5,0,0.54,128,2.13,0.13,0,0.936,0.557
IAB,grey,o,10,1,-,0.6,52.88,0.93,18.52,0,0,9.39,4.51,0.18,0.48,2.88,0.12,5.2,12.5,0,8.9,2.88,1.03,0,0.69,0,0,0,0,2.73,0.44,31,230,34,0,22,0,0,0,13,215,19,71,3,0,0.47,125,2.1,0.15,0,0.958,0.475
IAB,grey,o,10,1,-,0.6,47.19,0.9,15.67,0,0,11.75,10.79,0.16,0.47,2.26,0.13,5.9,13.9,0,9,2.44,0.91,0,0.54,0,0,0,0,1.84,0.31,49.4,0,635,42.5,349,0,98,0,10,253,17,62,4,0,0.4,100,1.76,0.19,0,1.663,0.679
IAB,grey,o,10,1,-,0.6,49.49,0.804,18.42,0,0,11.71,7.1,0.178,0.584,2.52,0.105,9.53,20.63,0,11.4,2.876,0.903,3.37,0,3.6,0,2.291,0,2.21,0,27,151,126,0,37,45,85,18,18.3,271,22.7,74.7,4,0,0,136,0,0,4.2,3,1.353
IAB,grey,o,10,1,-,0.6,46.95,1.2,14.84,0,0,8.84,4.52,0.14,0.94,4.16,0.18,7.3,18,0,10.8,3.4,1.12,3.98,0,4.45,0,2.91,0,2.78,0,32,0,35,0,23,11,0,0,21,192,28.7,90,2.6,0,0,63,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,48.8,0,0,0,0,0,0,0,0,0,0,5.29,12.3,0,8.01,2.29,0.843,0,0,3.06,0,1.87,0,1.75,0.262,0,0,0,0,0,0,0,0,8.53,285,0,0,0,0,0.121,100,1.67,0,1.76,1.76,0.69
IAB,grey,o,10,1,-,0.6,49.73,0.914,21.33,0,0,11.52,4.14,0.144,0.281,2.84,0.089,8.9,13.6,0,11.7,0,0,0,0,0,0,0,0,0,0,32,247,47,0,20,45,77,19,2.5,259,25.8,65,2.6,0,0,135,0,0,3.5,2.4,0
IAB,grey,o,10,1,-,0.6,50.82,1.041,18.98,0,0,10.46,4.51,0.222,0.542,3.12,0.12,5.9,15.9,0,9.9,0,0,0,0,0,0,0,0,0,0,32,235,39,0,15,28,84,19,15,247,23.8,73,3,0,0,110,0,0,1.9,2,0
IAB,grey,o,10,1,-,0.6,52.74,0,0,0,0,0,3.24,0,0,0,0,3.4,0,0,0,1.866,0.776,0,0,0,0,0,0,1.978,0,0,0,0,0,0,0,0,0,0,0,0,51.8,1.2,0,0,0,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,50.94,0.79,16.84,0,0,10.46,4.98,0.23,0.74,2.85,0.15,6.84,14.71,2.24,10.48,2.9,1.03,3.33,0.603,3.47,0.741,2.09,0.321,2.01,0.316,0,341,6,0,12,0,90,0,13,344,20.1,51.9,1.01,0,0.16,158,1.52,0.065,1.83,0.813,0.311
IAB,grey,o,10,1,-,0.6,50.5,0.73,20.2,0,0,11.15,3.55,0.19,0.89,2.58,0.17,7.45,15.76,2.34,10.73,2.79,0.99,3.17,0.563,3.16,0.667,1.87,0.291,1.86,0.288,0,257,6,0,12,0,76,0,19.9,395,18.1,59.2,1.13,0,0.463,165,1.6,0.088,1.79,0.881,0.383
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,5.76,12.3,1.87,8.86,2.62,0.93,3.08,0.56,3.42,0.76,2.22,0,2.14,0.32,0,0,0,0,0,0,0,17,0,0,0,0,1.21,0,0.3,0,1.35,0.079,2.78,0.9,0.31
IAB,grey,o,10,1,-,0.6,50.01,0.75,20.18,0,0,11.36,3.86,0.18,0.42,2.35,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,12,29,12,149,76,0,6,441,17,40,0.2,0,0,153,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,45.68,0.63,14.44,0,0,6.15,8.38,0.17,1.21,4.05,0.06,2.89,7.68,1.15,5.95,1.91,0.68,2.42,0.44,2.81,0.6,1.78,0.29,1.77,0.28,0,0,0,0,0,0,0,0,11.5,200,18.5,45.9,0.57,0,0,58,1.3,0.04,0.98,0.23,0.06
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,10.4,22.3,0,13.8,3.78,1.37,0,0.69,0,0,0,0,2.74,0.41,35,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0
IAB,grey,o,10,1,-,0.6,50.99,0.82,19.6,0,0,11.05,4.23,0.18,0.43,2.56,0.09,2.85,7.63,1.3,6.57,2.14,0.81,2.86,0.547,3.29,0.727,2.11,0.326,2.07,0.331,0,227,12,0,15,0,81,0,6.5,299,20.1,50.4,0.73,0,0,139,1.42,0.061,2.03,0.274,0.152
IAB,grey,o,10,1,-,0.6,51.61,0.86,19.75,0,0,10.5,3.36,0.19,0.91,2.69,0.17,7.4,15.86,2.4,11.11,3.08,1.08,3.65,0.657,3.81,0.816,2.3,0.358,2.29,0.356,0,279,5,0,13,0,82,0,16.9,401,23,66.3,1.24,0,0.467,217,1.78,0.092,2.82,0.737,0.358
IAB,grey,o,10,1,-,0.6,50.6,1.05,17.65,0,0,10.56,3.96,0.22,0.38,2.43,0.11,3.9,8.89,1.43,7.6,2.62,1.01,3.47,0,4.01,0,2.6,0,2.59,0.41,0,377,18,57,6,221,100,0,10,270,23,62,0.75,0,0.24,151,1.34,0.237,3.73,0.41,0.17
IAB,grey,o,10,1,-,0.6,50.97,0.78,18.86,0,0,10.85,4.71,0.16,0.6,2.38,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,152,0,0,7.5,371,19.3,56,0,0,0,130,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,49.19,0.65,16.94,0,0,11.84,7.26,0.21,0.48,1.96,0.1,3.5,7.98,1.27,6.3,2,0.73,2.36,0.44,2.66,0.59,1.68,0,1.6,0.24,0,280,60,51,35,123,76,16,10,311,15,42,0.62,0,0.36,171,1.02,0.042,1.9,0.34,0.17
IAB,grey,o,10,1,-,0.6,49.83,0.7,17.59,0,0,12.07,6.2,0.19,0.56,2.24,0.1,3.8,9.11,1.44,7.04,2.18,0.78,2.71,0.482,2.89,0.63,1.74,0.274,1.74,0.277,0,291,103,0,47,0,76,0,8.7,348,17.1,41.8,0.69,0,0,175,1.19,0.049,2.01,0.389,0.196
IAB,grey,o,10,1,-,0.6,49.87,0.74,16.31,2.8,7.16,11.74,6.43,0.15,0.6,2.35,0.16,5.27,12.02,0,0,2.55,0.87,0,0.38,0,0,0,0,1.84,0.33,40.9,0,52,46.5,0,0,101,0,9.42,167,0,0,0,0,0.24,122,1.5,2.3,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,5.24,12.1,0,9.31,2.78,0.989,3.42,0,3.74,0,2.32,0,2.24,0.338,0,0,0,0,0,0,0,0,8.52,330,0,0,0,0,0.456,207,1.6,0,0,0,0
IAB,grey,o,10,1,-,0.6,48.05,2.66,15.06,0,0,8.44,7.54,0.14,1.31,3.83,0.49,20.8,41.8,0,24.7,5.66,2.05,0,0.9,0,0,0,0,1.29,0.19,18.1,0,146,52.4,121,0,0,0,9,578,22,175,29,0,0,116,4.08,2.1,0,1.83,0.89
IAB,grey,o,10,1,-,0.6,49,0.56,19.43,3.82,6.16,12.41,5.89,0.18,0.1,1.5,0.04,1.1,3.09,0.52,3.18,1.16,0.51,1.75,0.3,2.12,0.44,1.41,0.16,1.4,0.19,40.3,234,31,45,9,81,65,15.8,1.75,153,12,32,0.23,0,0.05,68,0.63,0.02,0.79,0.15,0.08
IAB,grey,o,10,1,-,0.6,49.22,0.57,19.3,0,0,12.36,5.82,0.18,0.12,1.76,0.05,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,238,43,35,15,107,69,0,4,148,14,40,0,0,0,65,0,0,5,0,0
IAB,grey,o,10,1,-,0.6,50.34,0.66,18.81,0,0,11.7,6.27,0.19,0.12,1.68,0.03,1.1,2.84,0.55,2.97,1.06,0.53,1.52,0.29,2.05,0.5,1.31,0.23,1.41,0.2,41.2,285,58,36,24,140,69,16.3,3,113,14,31,0.21,0,0.17,73,0.63,0.01,1.17,0.1,0.06
IAB,grey,o,10,1,-,0.6,50.37,0.69,18.65,0,0,11.65,5.78,0.18,0.055,1.82,0.02,1.02,2.95,0.53,3.03,1.12,0.51,1.58,0.32,2.19,0.45,1.41,0.23,1.48,0.22,40.6,293,54,33,20,114,74,16.5,2,116,13,37,0.22,0,0.06,66,0.69,0.02,1.19,0.12,0.03
IAB,grey,o,10,1,-,0.6,48.5,0.54,23.1,1.56,5,13.54,4.24,0.09,0.13,1.8,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,49,69,0,0,2.36,123,0,0,0,0,0,0,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,50.33,0.66,19.04,0,0,11.73,6.08,0.2,0.12,1.67,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,55,61,22,142,66,0,3,115,13,31,0,0,0,62,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,50.82,0.51,19,0,0,11.37,5.92,0.16,0.23,2.37,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,29,34,18,87,63,0,4,149,14,35,0,0,0,100,0,0,8,0,0
IAB,grey,o,10,1,-,0.6,48.66,0.46,18.58,0,0,12.89,8.24,0.18,0.1,1.3,0.35,0.77,2.27,0.38,2.3,0.85,0.4,1.26,0.22,1.59,0.32,0.94,0.15,1.05,0.16,41.6,212,154,40,41,79,58,14,3,134,10,26,0.18,0,0.14,37,0.5,0.01,0.61,0.37,0.13
IAB,grey,o,10,1,-,0.6,50.62,0.73,17.58,0,0,11.11,6.12,0.17,0.17,2.14,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,76,38,17,117,75,0,3,139,15,41,0,0,0,93,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,50.34,0.83,16.83,2.28,7.43,11.31,7.45,0.17,0.35,2,0.09,2.57,7.34,1.18,6.48,2.1,0.82,2.81,0.52,3.42,0.75,2.14,0.34,2.28,0.38,35.8,273,176,39,72,168,76,14.5,6,128,19,55,0.74,0,0.6,128,1.5,0.03,1.89,0.39,0.19
IAB,grey,o,10,1,-,0.6,51.87,0.94,15.99,0,0,10.67,5.51,0.19,0.3,2.38,0.09,2.21,7.13,0.92,6.13,2.07,0.78,2.86,0.43,3.39,0.65,2.24,0.29,2.28,0.3,39.4,353,65,39,18,181,78,14.2,9.46,123,21,54,0.56,0,0.44,113,1.26,0.05,1.93,0.37,0.12
IAB,grey,o,10,1,-,0.6,51.37,0.68,16.15,0,0,11.47,6.19,0.22,0.29,2.19,0.05,2.23,6.34,1.04,5.15,1.64,0.62,2.1,0.39,2.72,0.61,1.59,0.24,1.69,0.26,40.3,245,60,36,19,142,76,0,6,142,17,45,0.66,0,0.28,91,0.96,0.04,3.87,0.51,0.17
IAB,grey,o,10,1,-,0.6,49.74,0.51,19.64,0,0,12.37,6.77,0.16,0.09,1.28,0.02,1.09,2.98,0.59,3.02,1.11,0.47,1.64,0.3,1.98,0.47,1.36,0.22,1.31,0.23,35.9,204,58,41,21,123,61,14.8,1.55,110,12,34,0.25,0,0.1,43,0.9,0.03,0.77,0.15,0.04
IAB,grey,o,10,1,-,0.6,49.82,0.51,19.86,0,0,12.38,6.59,0.18,0.09,1.71,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,54,34,20,96,60,0,3,104,14,39,0,0,0,51,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,51.5,0.58,20.8,2.86,5.5,10.89,5.57,0,0.18,2.39,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,120,20,32,17,300,105,16,0,100,0,65,0,1.5,0,70,0,0,10,0,0
IAB,grey,o,10,1,-,0.6,51.04,0.87,17.12,3.9,6.97,11.76,5.91,0.19,0.37,1.96,0.07,2.73,7.85,1.25,6.69,2.02,0.79,2.77,0.54,3.41,0.76,2.35,0.35,2.18,0.33,50,290,65,47,27,175,0,18,12,135,0,100,0.66,0,0.13,75,1.44,0.07,2.01,0.41,0.12
IAB,grey,o,10,1,-,0.6,51.12,0.89,17.83,0,0,11.67,5.47,0.19,0.39,2.22,0.08,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,280,75,28,20,142,69,0,11,157,21,59,2,0,0,127,0,0,5,3,2
IAB,grey,o,10,1,-,0.6,49.92,0.56,16.53,0,0,12.58,8.27,0.18,0.12,1.6,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,147,42,34,81,60,0,3,126,11,33,0,0,0,55,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,50.88,0.59,16.22,0,0,12.23,7.95,0.18,0.12,1.53,0.03,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,160,39,39,112,66,0,3,123,14,33,2,0,0,68,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,52.62,0.87,15.55,0,0,10.37,6.22,0.22,0.15,1.47,0.05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,78,45,22,117,82,0,4,128,18,42,2,0,0,93,0,0,7,0,0
IAB,grey,o,10,1,-,0.6,52.88,0.64,17.68,0,0,10.3,6.14,0.13,0.47,3.54,0.06,2,7.92,0,5.47,1.56,0.65,1.9,0,2.02,0,1.25,0,1.15,0,0,0,130,0,40,0,62,19,11,332,10,58,1,0,0,77,0,0,5,2,0
IAB,grey,o,10,1,-,0.6,51.89,1.49,16.2,0,0,10.07,6.11,0.18,0.28,4.07,0.21,8,21.9,0,14.4,3.94,1.46,4.83,0,4.92,0,3.21,0,2.99,0,0,0,141,0,35,0,76,16,3,340,26,144,2,0,0,80,0,0,4,2,0
IAB,grey,o,10,1,-,0.6,52.33,1.56,16.64,2.16,6.58,9.97,5.19,0.17,0.4,4.57,0.26,8,24.1,0,16.3,4.26,1.5,4.88,0,5.05,0,3.06,0,2.78,0,0,0,101,0,19,0,73,20,5,427,27,172,3,0,0,79,0,0,5,3,0
IAB,grey,o,10,1,-,0.6,50.3,1.6,17.7,0,0,10.3,6.5,0.16,0.46,3.48,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,75,19,29,0,0,0,4,450,23,145,0,0,0,120,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,51.7,1.06,16.7,2.59,6.48,10.63,8.8,0.15,0.69,2.59,0.11,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,70,0,75,21,9,681,20,112,0,0,0,229,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,50.3,0.82,16.9,0,0,11.4,7.5,0.14,0.23,2.5,0.17,4.7,13.6,0,8,2.3,0.9,0,0,2.8,0,1.7,0,1.5,0,33,228,734,0,240,83,76,18,3.3,373.2,19,75,0.5,0,1.75,85,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,51.4,0.87,19.8,1.71,5.69,9.9,4.1,0.14,0.81,3.74,0.2,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,14,0,88,28,12,486,23,115,0,0,0,223,0,0,12,2,0
IAB,grey,o,10,1,-,0.6,49.83,0.77,16.6,3.07,5.3,8.53,12.53,0.15,0.38,2.73,0.05,5.2,11.7,0,8.7,2.1,0.81,0,0.4,0,0,0,0,1.6,0.32,32,0,1014,46,280,0,0,0,6,324,0,95,11,0,0,106,1.5,0.07,0,0.9,0
IAB,grey,o,10,1,-,0.6,48.7,1.17,21.1,2.71,6.78,4.56,7.1,0.17,2.77,2.77,0.15,17,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,56,32,75,530,27,210,0,0,0,686,0,0,15,0,0
IAB,grey,o,10,1,-,0.6,49.6,0.5,19.6,2.33,5.84,12.22,7.4,0.14,0.38,2.04,0.08,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,28,0,58,19,4,616,9,62,0,0,0,122,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,51.1,1.15,15.5,2.86,7.16,8.27,7.1,0.2,0.75,2.93,0.22,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,14,0,83,22,13,638,23,90,5,0,0,197,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,49.8,0.79,15.3,2.44,6.11,9.39,7.4,0.15,0.2,2.67,0.2,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,18,0,61,23,0,707,18,122,0,0,0,129,0,0,10,0,0
IAB,grey,o,10,1,-,0.6,52.32,0.8,16.42,5.61,3.15,9.18,9.33,0.19,0.21,2.62,0.11,8.5,20.2,0,11.9,2.7,0.97,0,0.38,0,0,0,0,1.8,0.21,27,0,682,39,224,0,0,0,4,385,18,98,8,0,0,113,2,0.17,0,1.2,0
IAB,grey,o,10,1,-,0.6,51.14,1.19,16.83,0,0,4.06,6.69,0.16,1.81,4.52,0.24,9.3,21.4,0,14.4,3.77,1.25,0,0.7,0,0,0,0,2.28,0.34,25.9,228,224,30,86,39,75,14,50,862,24,117,1,0,0,1079,2.52,0,8,1.1,0.8
